datetime,temp,hum,rad,wd,ws,rain,maxws,bv
2023-11-28 00:00:00,6.43,89.28,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:01:00,6.4,89.35,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:02:00,6.42,89.56,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:03:00,6.38,89.69,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:04:00,6.33,89.72,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:05:00,6.33,89.79,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:06:00,6.33,90.03,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:07:00,6.31,90.08,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:08:00,6.29,89.99,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:09:00,6.28,89.99,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:10:00,6.24,90.1,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:11:00,6.21,90.22,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:12:00,6.21,90.3,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:13:00,6.18,90.45,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:14:00,6.18,90.65,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:15:00,6.16,90.74,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:16:00,6.16,90.85,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:17:00,6.15,90.9,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:18:00,6.16,90.94,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:19:00,6.14,90.94,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:20:00,6.12,91.0,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:21:00,6.12,91.11,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:22:00,6.14,91.18,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:23:00,6.14,91.37,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:24:00,6.16,91.36,0.0,265,0.0,0,0.0,12.89
2023-11-28 00:25:00,6.16,91.45,0.0,264,0.0,0,0.0,12.89
2023-11-28 00:26:00,6.19,91.49,0.0,264,0.0,0,0.0,12.89
2023-11-28 00:27:00,6.24,91.53,0.0,264,0.0,0,0.0,12.89
2023-11-28 00:28:00,6.22,91.24,0.0,264,0.0,0,0.0,12.89
2023-11-28 00:29:00,6.24,91.09,0.0,264,0.0,0,0.0,12.89
2023-11-28 00:30:00,6.25,91.05,0.0,264,0.0,0,0.0,12.89
2023-11-28 00:31:00,6.26,91.02,0.0,261,0.0,0,0.0,12.89
2023-11-28 00:32:00,6.29,90.95,0.0,260,0.0,0,0.0,12.89
2023-11-28 00:33:00,6.31,90.78,0.0,260,0.0,0,0.0,12.89
2023-11-28 00:34:00,6.35,90.66,0.0,260,0.0,0,0.0,12.89
2023-11-28 00:35:00,6.38,90.45,0.0,261,0.0,0,0.0,12.89
2023-11-28 00:36:00,6.42,90.22,0.0,261,0.03,0,0.9,12.89
2023-11-28 00:37:00,6.39,90.03,0.0,262,0.015,0,0.9,12.89
2023-11-28 00:38:00,6.42,89.81,0.0,262,0.0,0,0.0,12.89
2023-11-28 00:39:00,6.46,89.67,0.0,262,0.0,0,0.0,12.89
2023-11-28 00:40:00,6.43,89.42,0.0,198,0.045,0,0.9,12.89
2023-11-28 00:41:00,6.47,89.3,0.0,198,0.0,0,0.0,12.89
2023-11-28 00:42:00,6.47,89.21,0.0,223,0.06,0,0.9,12.89
2023-11-28 00:43:00,6.5,89.04,0.0,218,0.0,0,0.0,12.89
2023-11-28 00:44:00,6.56,88.88,0.0,218,0.0,0,0.0,12.89
2023-11-28 00:45:00,6.59,88.87,0.0,218,0.015,0,0.9,12.89
2023-11-28 00:46:00,6.6,88.73,0.0,218,0.0,0,0.0,12.89
2023-11-28 00:47:00,6.62,88.42,0.0,218,0.015,0,0.9,12.89
2023-11-28 00:48:00,6.63,88.38,0.0,220,0.0,0,0.0,12.89
2023-11-28 00:49:00,6.63,88.19,0.0,221,0.0,0,0.0,12.89
2023-11-28 00:50:00,6.65,88.11,0.0,220,0.0,0,0.0,12.89
2023-11-28 00:51:00,6.63,87.9,0.0,205,0.045,0,0.9,12.74
2023-11-28 00:52:00,6.65,87.69,0.0,206,0.0,0,0.0,12.74
2023-11-28 00:53:00,6.67,87.52,0.0,206,0.0,0,0.0,12.89
2023-11-28 00:54:00,6.66,87.39,0.0,208,0.0,0,0.0,12.89
2023-11-28 00:55:00,6.66,87.36,0.0,208,0.0,0,0.0,12.74
2023-11-28 00:56:00,6.66,87.27,0.0,214,0.03,0,0.9,12.89
