datetime,temp,hum,rad,wd,ws,rain,maxws,bv
2023-12-28 00:00:00,1.49,87.8,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:01:00,1.47,87.62,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:02:00,1.45,87.46,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:03:00,1.42,87.41,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:04:00,1.4,87.44,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:05:00,1.4,87.43,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:06:00,1.36,87.44,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:07:00,1.36,87.53,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:08:00,1.33,87.7,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:09:00,1.32,87.68,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:10:00,1.31,87.71,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:11:00,1.29,87.62,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:12:00,1.28,87.74,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:13:00,1.25,87.81,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:14:00,1.25,87.89,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:15:00,1.23,88.12,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:16:00,1.22,88.33,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:17:00,1.23,88.38,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:18:00,1.23,88.2,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:19:00,1.21,88.13,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:20:00,1.18,88.09,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:21:00,1.16,88.25,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:22:00,1.18,88.4,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:23:00,1.16,88.43,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:24:00,1.15,88.35,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:25:00,1.14,88.45,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:26:00,1.15,88.67,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:27:00,1.16,88.82,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:28:00,1.15,88.84,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:29:00,1.15,88.87,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:30:00,1.15,88.82,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:31:00,1.12,88.76,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:32:00,1.14,88.77,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:33:00,1.12,88.76,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:34:00,1.12,88.83,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:35:00,1.12,88.78,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:36:00,1.11,88.75,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:37:00,1.06,88.68,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:38:00,1.09,88.6,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:39:00,1.05,88.32,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:40:00,1.02,88.26,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:41:00,1.01,88.43,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:42:00,0.98,88.55,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:43:00,0.96,88.65,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:44:00,0.95,88.56,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:45:00,0.92,88.36,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:46:00,0.94,88.46,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:47:00,0.89,88.62,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:48:00,0.89,88.75,0.0,174,0.0,0,0.0,12.89
2023-12-28 00:49:00,0.91,88.97,0.0,153,0.03,0,0.9,12.89
2023-12-28 00:50:00,0.88,88.97,0.0,153,0.0,0,0.0,12.89
2023-12-28 00:51:00,0.88,89.1,0.0,153,0.0,0,0.0,12.89
2023-12-28 00:52:00,0.91,89.16,0.0,153,0.0,0,0.0,12.89
