datetime,temp,hum,rad,wd,ws,rain,maxws,bv
2024-04-02 00:00:00,11.1,62.98,0.0,83,0.0,0.0,0.0,12.89
2024-04-02 00:01:00,11.1,63.01,0.0,83,0.0,0.0,0.0,12.89
2024-04-02 00:02:00,11.06,63.2,0.0,83,0.0,0.0,0.0,12.89
2024-04-02 00:03:00,11.01,63.48,0.0,83,0.015,0.0,0.9,12.89
2024-04-02 00:04:00,10.98,63.6,0.0,83,0.0,0.0,0.0,12.89
2024-04-02 00:05:00,10.94,63.88,0.0,83,0.0,0.0,0.0,12.89
2024-04-02 00:06:00,10.91,63.83,0.0,83,0.0,0.0,0.0,12.89
2024-04-02 00:07:00,10.9,63.75,0.0,78,0.015,0.0,0.9,12.89
2024-04-02 00:08:00,10.91,63.66,0.0,72,0.015,0.0,0.9,12.89
2024-04-02 00:09:00,10.86,63.8,0.0,72,0.015,0.0,0.9,12.89
2024-04-02 00:10:00,10.84,64.09,0.0,72,0.0,0.0,0.0,12.89
2024-04-02 00:11:00,10.83,64.1,0.0,72,0.0,0.0,0.0,12.89
2024-04-02 00:12:00,10.81,64.3,0.0,72,0.0,0.0,0.0,12.89
2024-04-02 00:13:00,10.76,64.47,0.0,72,0.0,0.0,0.0,12.89
2024-04-02 00:14:00,10.76,64.56,0.0,72,0.0,0.0,0.0,12.89
2024-04-02 00:15:00,10.71,64.68,0.0,72,0.0,0.0,0.0,12.89
2024-04-02 00:16:00,10.69,64.77,0.0,72,0.0,0.0,0.0,12.89
2024-04-02 00:17:00,10.66,64.9,0.0,88,0.03,0.0,0.9,12.89
2024-04-02 00:18:00,10.61,65.04,0.0,88,0.0,0.0,0.0,12.89
2024-04-02 00:19:00,10.57,65.02,0.0,88,0.0,0.0,0.0,12.89
2024-04-02 00:20:00,10.55,65.25,0.0,88,0.015,0.0,0.9,12.89
2024-04-02 00:21:00,10.49,65.45,0.0,88,0.0,0.0,0.0,12.89
2024-04-02 00:22:00,10.49,65.62,0.0,88,0.0,0.0,0.0,12.89
2024-04-02 00:23:00,10.43,65.8,0.0,88,0.0,0.0,0.0,12.89
2024-04-02 00:24:00,10.39,65.86,0.0,88,0.0,0.0,0.0,12.89
2024-04-02 00:25:00,10.35,66.0,0.0,88,0.0,0.0,0.0,12.89
2024-04-02 00:26:00,10.32,66.6,0.0,88,0.0,0.0,0.0,12.89
2024-04-02 00:27:00,10.29,66.48,0.0,88,0.0,0.0,0.0,12.89
2024-04-02 00:28:00,10.29,65.92,0.0,88,0.0,0.0,0.0,12.89
2024-04-02 00:29:00,10.29,66.37,0.0,93,0.015,0.0,0.9,12.89
2024-04-02 00:30:00,10.32,65.95,0.0,95,0.03,0.0,0.9,12.89
2024-04-02 00:31:00,10.3,65.78,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:32:00,10.38,66.32,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:33:00,10.36,65.99,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:34:00,10.38,66.09,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:35:00,10.42,65.98,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:36:00,10.4,65.88,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:37:00,10.42,65.84,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:38:00,10.4,66.15,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:39:00,10.39,65.86,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:40:00,10.39,65.79,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:41:00,10.38,65.68,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:42:00,10.38,65.63,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:43:00,10.4,65.53,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:44:00,10.39,65.55,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:45:00,10.35,65.46,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:46:00,10.32,65.33,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:47:00,10.3,65.39,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:48:00,10.29,65.58,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:49:00,10.26,65.62,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:50:00,10.26,65.53,0.0,95,0.015,0.0,0.9,12.89
2024-04-02 00:51:00,10.29,65.83,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:52:00,10.28,65.55,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:53:00,10.29,65.46,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:54:00,10.3,65.54,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:55:00,10.3,65.43,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:56:00,10.33,65.65,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:57:00,10.33,65.72,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:58:00,10.33,65.8,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 00:59:00,10.32,65.88,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:00:00,10.32,65.92,0.0,95,0.015,0.0,0.9,12.89
2024-04-02 01:01:00,10.32,65.96,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:02:00,10.25,66.06,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:03:00,10.18,66.4,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:04:00,10.09,66.68,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:05:00,10.04,66.98,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:06:00,9.99,66.94,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:07:00,9.97,67.12,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:08:00,9.92,67.25,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:09:00,9.92,67.35,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:10:00,9.91,67.25,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:11:00,9.91,67.16,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:12:00,9.89,67.07,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:13:00,9.94,66.92,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:14:00,9.91,66.68,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:15:00,9.92,66.77,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:16:00,9.88,66.75,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:17:00,9.87,67.07,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:18:00,9.85,66.93,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:19:00,9.84,66.84,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:20:00,9.87,66.78,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:21:00,9.89,66.72,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:22:00,9.89,66.59,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:23:00,9.91,66.84,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:24:00,9.88,66.66,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:25:00,9.89,67.11,0.0,95,0.0,0.0,0.0,12.89
2024-04-02 01:26:00,9.91,66.71,0.0,94,0.0,0.0,0.0,12.89
2024-04-02 01:27:00,9.92,66.48,0.0,94,0.015,0.0,0.9,12.89
2024-04-02 01:28:00,9.95,66.05,0.0,94,0.0,0.0,0.0,12.89
2024-04-02 01:29:00,9.94,66.32,0.0,94,0.0,0.0,0.0,12.89
2024-04-02 01:30:00,9.92,66.1,0.0,94,0.0,0.0,0.0,12.89
2024-04-02 01:31:00,9.92,66.26,0.0,94,0.015,0.0,0.9,12.89
2024-04-02 01:32:00,9.94,66.31,0.0,94,0.03,0.0,0.9,12.89
2024-04-02 01:33:00,9.94,66.36,0.0,94,0.0,0.0,0.0,12.89
2024-04-02 01:34:00,9.97,66.53,0.0,94,0.0,0.0,0.0,12.89
2024-04-02 01:35:00,9.97,66.52,0.0,94,0.0,0.0,0.0,12.89
2024-04-02 01:36:00,9.97,66.67,0.0,113,0.045,0.0,0.9,12.89
2024-04-02 01:37:00,9.97,66.84,0.0,113,0.015,0.0,0.9,12.89
2024-04-02 01:38:00,9.95,66.9,0.0,114,0.045,0.0,0.9,12.89
2024-04-02 01:39:00,9.95,67.1,0.0,118,0.03,0.0,0.9,12.89
2024-04-02 01:40:00,9.92,67.1,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:41:00,9.92,67.26,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:42:00,9.91,67.32,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:43:00,9.89,67.34,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:44:00,9.89,67.46,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:45:00,9.89,67.62,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:46:00,9.89,67.45,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:47:00,9.88,67.47,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:48:00,9.81,67.37,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:49:00,9.76,67.52,0.0,118,0.015,0.0,0.9,12.89
2024-04-02 01:50:00,9.74,67.66,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:51:00,9.71,67.78,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:52:00,9.68,67.89,0.0,118,0.015,0.0,0.9,12.89
2024-04-02 01:53:00,9.71,67.9,0.0,118,0.015,0.0,0.9,12.89
2024-04-02 01:54:00,9.71,67.9,0.0,118,0.015,0.0,0.9,12.89
2024-04-02 01:55:00,9.71,67.83,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:56:00,9.74,67.89,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:57:00,9.73,68.19,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:58:00,9.73,68.07,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 01:59:00,9.7,68.17,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:00:00,9.67,68.24,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:01:00,9.68,68.01,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:02:00,9.7,67.89,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:03:00,9.73,67.85,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:04:00,9.74,67.96,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:05:00,9.76,67.8,0.0,118,0.03,0.0,0.9,12.89
2024-04-02 02:06:00,9.77,67.67,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:07:00,9.78,67.79,0.0,118,0.015,0.0,0.9,12.89
2024-04-02 02:08:00,9.8,68.08,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:09:00,9.8,67.97,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:10:00,9.81,67.77,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:11:00,9.84,67.76,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:12:00,9.85,67.7,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:13:00,9.84,67.63,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:14:00,9.84,67.52,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:15:00,9.82,67.79,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:16:00,9.84,67.67,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:17:00,9.84,67.51,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:18:00,9.84,67.35,0.0,118,0.015,0.0,0.9,12.89
2024-04-02 02:19:00,9.82,67.24,0.0,118,0.03,0.0,0.9,12.89
2024-04-02 02:20:00,9.84,67.14,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:21:00,9.85,66.84,0.0,118,0.015,0.0,0.9,12.89
2024-04-02 02:22:00,9.87,66.83,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:23:00,9.87,67.12,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:24:00,9.89,66.94,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:25:00,9.89,67.25,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:26:00,9.88,67.07,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:27:00,9.91,66.81,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:28:00,9.94,66.82,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:29:00,9.94,66.64,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:30:00,9.94,66.71,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:31:00,9.94,66.61,0.0,118,0.0,0.0,0.0,12.89
2024-04-02 02:32:00,9.89,66.17,0.0,118,0.015,0.0,0.9,12.89
